InicioPeriodo;FimPeriodo;codigoSegmento;Segmento;codigoModalidade;Modalidade;Posicao;InstituicaoFinanceira;TaxaJurosAoMes;TaxaJurosAoAno;cnpj8
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;2;DEUTSCHE BANK S.A.BCO ALEMAO;1.31;16.92;62331228
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;3;BCO FIBRA S.A.;1.59;20.81;58616418
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;4;BCO DO NORDESTE DO BRASIL S.A.;1.81;23.99;07237373
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;5;BCO VOTORANTIM S.A.;1.83;24.29;59588111
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;6;BANCO GENIAL;1.85;24.57;45246410
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;7;BANCO INBURSA;1.86;24.79;04866275
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;8;BCO BRADESCO S.A.;2.06;27.68;60746948
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;9;PEFISA S.A. - C.F.I.;2.14;28.94;43180355
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;10;ITAÚ UNIBANCO S.A.;2.16;29.19;60701190
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;11;BCO PAULISTA S.A.;2.17;29.44;61820817
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;12;BCO VOLVO BRASIL S.A.;2.2;29.9;58017179
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;13;BRB - BCO DE BRASILIA S.A.;2.23;30.26;00000208
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;14;BCO DAYCOVAL S.A;2.24;30.52;62232889
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;15;BCO XP S.A.;2.34;31.94;33264668
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;16;RPW S.A. SCFI;2.37;32.47;06249129
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;17;BANCO TOPÁZIO S.A.;2.37;32.48;07679404
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;18;PORTOSEG S.A. CFI;2.39;32.69;04862600
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;19;BCO SAFRA S.A.;2.4;32.9;58160789
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;20;BCO HONDA S.A.;2.52;34.81;03634220
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;21;BCO DO BRASIL S.A.;2.71;37.77;00000000
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;22;BCO DO EST. DE SE S.A.;2.73;38.23;13009717
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;23;BCO CREFISA S.A.;2.88;40.52;61033106
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;24;BCO BANESTES S.A.;3.04;43.29;28127603
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;25;STARA FINANCEIRA S.A. - CFI;3.05;43.44;17359351
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;26;BCO BS2 S.A.;3.08;43.83;71027866
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;27;BCO GUANABARA S.A.;3.1;44.32;31880826
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;28;BCO DA AMAZONIA S.A.;3.21;46.03;04902979
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;29;BCO TRIANGULO S.A.;3.21;46.09;17351180
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;30;BCO SANTANDER (BRASIL) S.A.;3.24;46.67;90400888
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;31;CAIXA ECONOMICA FEDERAL;3.25;46.76;00360305
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;32;BANCO INTER;3.55;51.96;00416968
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;33;BCO DO ESTADO DO RS S.A.;3.83;57.07;92702067
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;34;CORA SCFI;3.84;57.08;37880206
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;35;BCO RNX S.A.;4.64;72.27;80271455
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;36;BCO C6 S.A.;5.4;87.93;31872495
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;37;NU FINANCEIRA S.A. CFI;5.6;92.28;30680829
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;38;COBUCCIO S.A. SCFI;7.79;145.87;36947229
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;39;MERCADO CRÉDITO SCFI S.A.;8.71;172.56;37679449
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;40;VIA CERTA FINANCIADORA S.A. - CFI;9.85;208.66;05192316
2025-05-19;2025-05-23;2;Pessoa Jurídica;210101;Capital de giro com prazo até 365 dias - Pré-fixado;41;BCO AFINZ S.A. - BM;12.38;305.85;04814563
